EmployeeNumber,Feature,SHAP_Value
1633,DailyRate,0.0113140066117283
1744,DailyRate,0.080191948547034
1079,DailyRate,-0.0688933911933098
1459,DailyRate,-0.083183954847177
815,DailyRate,0.0138888829457584
1033,DailyRate,-0.0440458345699192
261,DailyRate,0.0312692982004617
458,DailyRate,-0.0426296525862026
1885,DailyRate,0.0020444518092199
395,DailyRate,-0.040955982969083
1550,DailyRate,-0.0127610871114532
1908,DailyRate,0.0597216816914945
38,DailyRate,0.0120864695119373
656,DailyRate,0.0310118105670587
100,DailyRate,0.0029456585261304
1260,DailyRate,-0.0682496721098023
84,DailyRate,-0.0047789704759598
1615,DailyRate,0.0480059943716575
808,DailyRate,-0.040183520068874
1237,DailyRate,0.0561168548238524
1321,DailyRate,0.0212272804977443
1201,DailyRate,-0.0546028275394427
760,DailyRate,0.0846979821315867
1938,DailyRate,0.0249608511820879
645,DailyRate,0.0227722062981623
1165,DailyRate,0.0503233830722846
1471,DailyRate,-0.0234468238976782
1678,DailyRate,-0.0524141826555171
665,DailyRate,-0.0403122638855755
865,DailyRate,0.0207123052309382
57,DailyRate,0.0100265684447132
77,DailyRate,-0.04069849533568
30,DailyRate,0.0525120279562102
1975,DailyRate,0.0875303460990198
508,DailyRate,0.0768446093127948
152,DailyRate,-0.0502255377715915
462,DailyRate,-0.0557615218897562
1497,DailyRate,-0.0575639353235773
529,DailyRate,-0.0340038168672017
1503,DailyRate,0.0293381409499391
580,DailyRate,-0.0419859335026951
374,DailyRate,0.0446586551374183
1121,DailyRate,-0.0194557655799315
840,DailyRate,-0.0495818186880839
1364,DailyRate,-0.0633574070751451
1024,DailyRate,-0.0715970113440414
1119,DailyRate,0.0037181214263394
487,DailyRate,-0.0444320660200237
1853,DailyRate,-0.0668334901260857
102,DailyRate,0.0517395650560012
336,DailyRate,0.0704074184777195
1645,DailyRate,0.00461932814325
1611,DailyRate,-0.0278241136655294
947,DailyRate,-0.0500967939548899
1084,DailyRate,-0.0485518681544719
556,DailyRate,-0.0889774265987447
192,DailyRate,-0.0665760024926827
91,DailyRate,-0.0548603151728457
20,DailyRate,-0.0759743011118926
1677,DailyRate,-0.0013028874250192
1502,DailyRate,-0.0386385942684559
1441,DailyRate,-0.0587226296738908
1344,DailyRate,-0.018554558863021
1297,DailyRate,-0.0217731542805586
1775,DailyRate,0.0177511974468036
803,DailyRate,0.0719523442781376
566,DailyRate,0.0398951339194626
1240,DailyRate,-0.0717257551607429
1127,DailyRate,0.0767158654960933
721,DailyRate,0.0503233830722846
416,DailyRate,0.0747847082455707
1852,DailyRate,0.0289519094998346
1839,DailyRate,-0.0813815414133559
573,DailyRate,-0.0901361209490583
1101,DailyRate,-0.0036202761256463
1177,DailyRate,-0.0753305820283851
1377,DailyRate,0.0661588725265698
379,DailyRate,-0.0253779811482008
587,DailyRate,0.0341016621678949
470,DailyRate,0.0328142240008798
1005,DailyRate,-0.018039583596215
1286,DailyRate,0.0010145012756078
605,DailyRate,0.0617815827587186
1662,DailyRate,-0.0122461118446472
56,DailyRate,-0.0251204935147978
1661,DailyRate,0.0429849855202988
1764,DailyRate,-0.019841997030036
450,DailyRate,-0.0166234016124984
1279,DailyRate,0.070536162294421
134,DailyRate,-0.0036202761256463
142,DailyRate,0.0719523442781376
420,DailyRate,-0.0137910376450653
1457,DailyRate,0.0543144413900313
241,DailyRate,0.0110565189783253
331,DailyRate,0.0365477946852235
1390,DailyRate,-0.0900073771323568
538,DailyRate,0.0142751143958629
1749,DailyRate,-0.0262791878651113
169,DailyRate,0.0263770331658045
1069,DailyRate,0.0474910191048515
471,DailyRate,-0.0338750730505002
1573,DailyRate,-0.0134048061949607
621,DailyRate,0.0696349555775105
1845,DailyRate,0.027020752249312
1674,DailyRate,0.0431137293370003
1696,DailyRate,-0.0461057356371433
833,DailyRate,-0.0189407903131255
41,DailyRate,0.0867578831988108
1871,DailyRate,-0.0046502266592583
569,DailyRate,-0.0386385942684559
464,DailyRate,-0.0640011261586526
474,DailyRate,-0.0669622339427872
1892,DailyRate,-0.0435308593031131
2003,DailyRate,-0.0889774265987447
1173,DailyRate,0.0414400597198807
439,DailyRate,-0.0282103451156339
1541,DailyRate,-0.0825402357636695
1580,DailyRate,-0.0710820360772354
223,DailyRate,0.059850425508196
1815,DailyRate,0.0003707821921003
1646,DailyRate,0.0298531162167452
1373,DailyRate,-0.0733994247778625
498,DailyRate,0.0637127400092412
319,DailyRate,0.0343591498012979
1525,DailyRate,-0.0373511561014409
406,DailyRate,-0.0557615218897562
850,DailyRate,0.0458173494877319
1641,DailyRate,0.0451736304042244
491,DailyRate,-0.0318151719832761
1821,DailyRate,0.069248724127406
1097,DailyRate,-0.0074825906266915
1822,DailyRate,-0.050869256855099
81,DailyRate,-0.0818965166801619
1419,DailyRate,0.0601079131415991
1998,DailyRate,0.0311405543837602
1514,DailyRate,-0.0365786932012318
1206,DailyRate,0.0885602966326319
1258,DailyRate,-0.0219018980972601
809,DailyRate,0.0294668847666406
1369,DailyRate,-0.0023328379586312
271,DailyRate,-0.0594950925740999
744,DailyRate,0.0537994661232253
1137,DailyRate,-0.0493243310546809
1281,DailyRate,0.0859854202986017
734,DailyRate,0.0624253018422262
730,DailyRate,-0.0220306419139616
39,DailyRate,-0.0161084263456924
74,DailyRate,-0.0069676153598855
1693,DailyRate,0.0016582203591153
1480,DailyRate,0.0065504853937726
549,DailyRate,0.0485209696384635
1547,DailyRate,0.0657726410764653
555,DailyRate,0.0647426905428533
1358,DailyRate,-0.0107011860442291
1125,DailyRate,0.0861141641153032
2057,DailyRate,0.0610091198585096
571,DailyRate,-0.0408272391523815
479,DailyRate,-0.0059376648262734
1375,DailyRate,-0.051899207388711
424,DailyRate,0.0892040157161394
1484,DailyRate,-0.0889774265987447
132,DailyRate,0.0398951339194626
647,DailyRate,-0.062842431808339
380,DailyRate,0.0091253617278027
1487,DailyRate,0.0880453213658259
1997,DailyRate,0.037449001402134
1244,DailyRate,-0.0391535695352619
1428,DailyRate,-0.0072251029932885
1555,DailyRate,-0.0032340446755418
1243,DailyRate,-0.0531866455557261
995,DailyRate,0.0434999607871048
832,DailyRate,0.0101553122614147
650,DailyRate,-0.0728844495110565
1306,DailyRate,0.0559881110071509
1950,DailyRate,-0.017782095962812
1148,DailyRate,0.0786470227466159
1627,DailyRate,0.080964411447243
2026,DailyRate,0.0169787345465945
1106,DailyRate,-0.0540878522726366
1032,DailyRate,0.0107990313449223
671,DailyRate,-0.0664472586759812
328,DailyRate,0.0429849855202988
1289,DailyRate,0.0194248670639232
796,DailyRate,-0.0446895536534267
1288,DailyRate,-0.0515129759386065
689,DailyRate,0.0407963406363732
1980,DailyRate,0.0826380810643626
579,DailyRate,-0.0649023328755631
1594,DailyRate,-0.0647735890588616
287,DailyRate,-0.0453332727369342
2065,DailyRate,-0.0288540641991415
1132,DailyRate,0.0463323247545379
731,DailyRate,0.047877250554956
329,DailyRate,0.0035893776096379
76,DailyRate,0.0185236603470126
1724,DailyRate,0.0553443919236433
441,DailyRate,-0.061297506007921
495,DailyRate,-0.062327456541533
977,DailyRate,0.0656438972597638
964,DailyRate,-0.0862738064480131
1666,DailyRate,-0.0633574070751451
868,DailyRate,0.058820474974584
1241,DailyRate,-0.0857588311812071
1482,DailyRate,-0.0246055182479918
1597,DailyRate,0.0187811479804156
1395,DailyRate,-0.040183520068874
944,DailyRate,0.0350028688848054
323,DailyRate,-0.007096359176587
567,DailyRate,-0.0771329954622062
269,DailyRate,0.0850842135816912
1731,DailyRate,0.0329429678175813
105,DailyRate,-0.0534441331891291
1941,DailyRate,-0.0341325606839032
1599,DailyRate,-0.0246055182479918
147,DailyRate,0.0181374288969081
1754,DailyRate,-0.0231893362642752
1673,DailyRate,-0.0403122638855755
1314,DailyRate,-0.0247342620646933
920,DailyRate,0.0800632047303325
1737,DailyRate,0.0008857574589063
1708,DailyRate,-0.0153359634454833
791,DailyRate,0.0107990313449223
475,DailyRate,0.0203260737808337
1576,DailyRate,-0.0397972886187695
1544,DailyRate,0.0460748371211349
431,DailyRate,-0.0376086437348439
2052,DailyRate,0.0659013848931668
1507,DailyRate,0.0427274978868957
951,DailyRate,-0.0495818186880839
524,DailyRate,0.0410538282697762
786,DailyRate,0.0637127400092412
775,DailyRate,0.0813506428973475
1317,DailyRate,-0.0673484653928917
715,DailyRate,-0.0548603151728457
903,DailyRate,0.0707936499278241
1469,DistanceFromHome,-0.0401750253017794
250,DistanceFromHome,0.0513919839330455
1714,DistanceFromHome,0.1544048693222235
86,DistanceFromHome,-0.0172832729930732
304,DistanceFromHome,-0.0401750253017794
666,DistanceFromHome,0.0628378600873986
577,DistanceFromHome,0.1544048693222235
332,DistanceFromHome,-0.0859585299191919
302,DistanceFromHome,-0.0287291491474263
63,DistanceFromHome,-0.00583739683872
925,DistanceFromHome,-0.0745126537648388
1293,DistanceFromHome,-0.0516209014561325
852,DistanceFromHome,-0.0516209014561325
483,DistanceFromHome,0.0170543554699861
2007,DistanceFromHome,-0.0859585299191919
1745,DistanceFromHome,-0.0745126537648388
1753,DistanceFromHome,-0.0859585299191919
1042,DistanceFromHome,0.0857296123961048
376,DistanceFromHome,0.2345260024026954
1485,DistanceFromHome,0.0742837362417517
355,DistanceFromHome,0.2345260024026954
574,DistanceFromHome,-0.0745126537648388
1446,DistanceFromHome,-0.0172832729930732
382,DistanceFromHome,-0.0172832729930732
1560,DistanceFromHome,-0.00583739683872
1578,DistanceFromHome,0.200188373939636
933,DistanceFromHome,-0.0516209014561325
855,DistanceFromHome,-0.0859585299191919
1475,DistanceFromHome,0.1315131170135173
339,DistanceFromHome,-0.0745126537648388
1763,DistanceFromHome,0.0857296123961048
1018,DistanceFromHome,-0.0745126537648388
807,DistanceFromHome,-0.0745126537648388
623,DistanceFromHome,-0.0859585299191919
1733,DistanceFromHome,0.0513919839330455
984,DistanceFromHome,-0.0630667776104856
1468,DistanceFromHome,-0.00583739683872
1210,DistanceFromHome,-0.0401750253017794
65,DistanceFromHome,-0.0401750253017794
1834,DistanceFromHome,-0.0859585299191919
230,DistanceFromHome,-0.0859585299191919
1548,DistanceFromHome,0.005608479315633
1574,DistanceFromHome,-0.0859585299191919
1060,DistanceFromHome,-0.0630667776104856
485,DistanceFromHome,-0.0401750253017794
361,DistanceFromHome,-0.0745126537648388
1318,DistanceFromHome,0.1887424977852829
819,DistanceFromHome,0.0857296123961048
723,DistanceFromHome,-0.00583739683872
1248,DistanceFromHome,0.0170543554699861
575,DistanceFromHome,-0.0745126537648388
423,DistanceFromHome,-0.0401750253017794
162,DistanceFromHome,-0.0287291491474263
1356,DistanceFromHome,0.0742837362417517
1709,DistanceFromHome,0.005608479315633
1235,DistanceFromHome,-0.0745126537648388
281,DistanceFromHome,0.1200672408591642
1970,DistanceFromHome,-0.0172832729930732
757,DistanceFromHome,-0.00583739683872
1633,DistanceFromHome,-0.0516209014561325
1744,DistanceFromHome,-0.0516209014561325
1079,DistanceFromHome,0.0170543554699861
1459,DistanceFromHome,-0.0859585299191919
815,DistanceFromHome,-0.0745126537648388
1033,DistanceFromHome,0.0285002316243392
261,DistanceFromHome,0.1658507454765767
458,DistanceFromHome,-0.00583739683872
1885,DistanceFromHome,-0.0172832729930732
395,DistanceFromHome,-0.00583739683872
1550,DistanceFromHome,-0.0287291491474263
1908,DistanceFromHome,0.0971754885504579
38,DistanceFromHome,-0.0745126537648388
656,DistanceFromHome,-0.0745126537648388
100,DistanceFromHome,-0.0859585299191919
1260,DistanceFromHome,-0.0172832729930732
84,DistanceFromHome,-0.00583739683872
1615,DistanceFromHome,0.0170543554699861
808,DistanceFromHome,-0.00583739683872
1237,DistanceFromHome,-0.0859585299191919
1321,DistanceFromHome,0.0971754885504579
1201,DistanceFromHome,-0.0172832729930732
760,DistanceFromHome,-0.0630667776104856
1938,DistanceFromHome,0.1429589931678704
645,DistanceFromHome,0.0513919839330455
1165,DistanceFromHome,0.1658507454765767
1471,DistanceFromHome,-0.0401750253017794
1678,DistanceFromHome,0.1658507454765767
665,DistanceFromHome,-0.0859585299191919
865,DistanceFromHome,-0.00583739683872
57,DistanceFromHome,-0.0859585299191919
77,DistanceFromHome,-0.0859585299191919
30,DistanceFromHome,0.0742837362417517
1975,DistanceFromHome,0.0742837362417517
508,DistanceFromHome,-0.0745126537648388
152,DistanceFromHome,-0.0630667776104856
462,DistanceFromHome,-0.0172832729930732
1497,DistanceFromHome,0.1200672408591642
529,DistanceFromHome,0.1887424977852829
1503,DistanceFromHome,0.0628378600873986
580,DistanceFromHome,0.0170543554699861
374,DistanceFromHome,-0.0859585299191919
1121,DistanceFromHome,-0.0630667776104856
840,DistanceFromHome,0.0285002316243392
1364,DistanceFromHome,0.0285002316243392
1024,DistanceFromHome,-0.0516209014561325
1119,DistanceFromHome,0.0170543554699861
487,DistanceFromHome,-0.0172832729930732
1853,DistanceFromHome,0.0170543554699861
102,DistanceFromHome,-0.0172832729930732
336,DistanceFromHome,-0.0859585299191919
1645,DistanceFromHome,0.0742837362417517
1611,DistanceFromHome,-0.0401750253017794
947,DistanceFromHome,0.1315131170135173
1084,DistanceFromHome,0.1315131170135173
556,DistanceFromHome,-0.0745126537648388
192,DistanceFromHome,0.2345260024026954
91,DistanceFromHome,-0.0859585299191919
20,DistanceFromHome,0.1429589931678704
1677,DistanceFromHome,-0.0859585299191919
1502,DistanceFromHome,-0.0516209014561325
1441,DistanceFromHome,-0.0859585299191919
1344,DistanceFromHome,0.005608479315633
1297,DistanceFromHome,-0.0287291491474263
1775,DistanceFromHome,-0.0859585299191919
803,DistanceFromHome,-0.0745126537648388
566,DistanceFromHome,-0.0745126537648388
1240,DistanceFromHome,0.0170543554699861
1127,DistanceFromHome,-0.0745126537648388
721,DistanceFromHome,-0.0745126537648388
416,DistanceFromHome,-0.0172832729930732
1852,DistanceFromHome,0.1315131170135173
1839,DistanceFromHome,0.0628378600873986
573,DistanceFromHome,0.2230801262483422
1101,DistanceFromHome,0.2345260024026954
