ï»¿Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_FLAG,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,EmployeeNumber,Actual_Attrition,Predicted_Attrition,Attrition_Probability,Total_Importance
0.0688413233880352,-0.00864128497700508,-0.04017502530177944,-0.0014871804755087399,0.0,-0.14110413118490006,0.003831158600123265,-0.050088068474453955,0.005093643759450558,0.19073236558004475,-0.011202087750315674,0.04822877226314015,-0.16130357224350741,-0.03031088321853781,0.0024664962899757325,-0.02697281034707155,0.0,0.07612835672767101,0.04042024740013238,-0.06776395844402745,-0.03265276590635468,-0.04351916493559416,0.01870523565222646,-0.059811968774093116,0.05704683153519158,-1.2989927389076747,-0.06251506168016258,0.037583979525799116,0.08315812091531458,0.08464877712537673,0.04303204545167156,-0.003957332467586873,-0.03260461257973639,0.0029758236733706694,-0.03021215732468981,0.03381717890110595,-0.007741677578912976,-0.09240256142595461,0.011090126233399299,0.009076614095882066,0.006966803920941452,-0.0036122562315634224,0.03367828275043761,-0.017997271077035793,-0.03749344386835965,0.22895601406232877,-0.17830665409774715,1469,0,0,0.0014418544350859,3.527346867124192
-0.11424730264397331,-0.03670743701793337,0.05139198393304551,-0.01801140798116142,0.0,-0.14110413118490006,-0.0011252995792408057,-0.2355994331946538,0.005093643759450558,0.19073236558004475,0.015783846073674043,0.06269381912612051,-0.10960370934494737,0.04185788634940936,0.0024664962899757325,-0.007843157618652011,0.0,-0.12962395875252095,0.047247991893397984,-0.012219730211218062,-0.03265276590635468,-0.06038705832148336,0.09352617826113234,-0.059811968774093116,0.05704683153519158,-1.2989927389076747,-0.06251506168016258,0.037583979525799116,-0.042839031986677205,-0.038030610012850415,0.04303204545167156,-0.003957332467586873,-0.03260461257973639,0.0029758236733706694,-0.03021215732468981,-0.05517539715443603,-0.007741677578912976,-0.09240256142595461,0.011090126233399299,-0.06656183670313508,0.006966803920941452,-0.0036122562315634224,-0.011226094250145873,-0.017997271077035793,-0.03749344386835965,-0.14032787958658863,-0.17830665409774715,250,0,0,0.0005024881021232,3.7484237990710145
0.09813550355315658,0.07195234427813764,0.15440486932222358,-0.034535635486814105,0.0,-0.14110413118490006,-0.0009417270540791735,0.3209346609659457,0.03692891725601652,-0.02724748079714925,0.03525164533119964,-0.014164844730983422,-0.10960370934494737,0.04185788634940936,0.0024664962899757325,-0.007843157618652011,0.0,-0.026747801012424948,0.0745589698664604,0.04332449802159132,-0.03265276590635468,-0.11099073847915099,0.16834712087003828,-0.09478972829110663,0.15265604639864117,9.525946751989625,-0.06251506168016258,0.037583979525799116,0.08315812091531458,-0.038030610012850415,0.04303204545167156,-0.003957332467586873,0.017556329850627286,0.0029758236733706694,-0.03021215732468981,0.03381717890110595,0.25031424171818617,-0.09240256142595461,0.011090126233399299,0.009076614095882066,0.006966803920941452,-0.0036122562315634224,-0.011226094250145873,-0.017997271077035793,0.04061789752405629,-0.14032787958658863,-0.17830665409774715,1714,1,1,0.992591957665588,12.442164470363663
-0.05565894231373059,-0.06953711027681739,-0.017283272993073202,-0.0014871804755087399,0.0,0.08833348049786427,-0.0007581545289175414,-0.050088068474453955,-0.026741629737115396,0.19073236558004475,-0.019681844179932177,0.02358054204698197,-0.05790384644638729,-0.020001058994545358,0.0024664962899757325,-0.007843157618652011,0.0,-0.026747801012424948,-0.08930689797191413,0.04332449802159132,-0.03265276590635468,-0.11099073847915099,0.16834712087003828,-0.09478972829110663,0.15265604639864117,-1.2989927389076747,-0.06251506168016258,0.037583979525799116,-0.042839031986677205,-0.038030610012850415,-0.07021017942114835,-0.003957332467586873,0.017556329850627286,0.0029758236733706694,-0.03021215732468981,0.03381717890110595,-0.007741677578912976,-0.09240256142595461,0.011090126233399299,0.009076614095882066,0.006966803920941452,0.02648987903146511,-0.011226094250145873,-0.017997271077035793,-0.03749344386835965,-0.14032787958658863,-0.17830665409774715,86,0,0,0.0008371084793396,3.5287221763233485
0.01025296305779247,-0.07687550782880323,-0.04017502530177944,-0.01801140798116142,0.0,-0.14110413118490006,-0.00020743695343264422,-0.050088068474453955,0.005093643759450558,0.08174244239144776,0.005938990076085967,-0.02276001750463842,0.2522953309449732,-0.009691234770552903,0.0024664962899757325,-0.02697281034707155,0.0,0.07612835672767101,-0.027857197532523678,-0.012219730211218062,-0.14926978700047858,0.09142398215151952,-0.24316806347894415,0.010143550259933916,-0.07043212161607454,-1.2989927389076747,-0.06251506168016258,0.037583979525799116,-0.042839031986677205,-0.038030610012850415,-0.07021017942114835,-0.003957332467586873,0.017556329850627286,0.0029758236733706694,-0.03021215732468981,0.03381717890110595,-0.007741677578912976,0.2926081111821896,0.011090126233399299,0.009076614095882066,0.006966803920941452,-0.0036122562315634224,-0.011226094250145873,-0.017997271077035793,-0.03749344386835965,0.22895601406232877,-0.17830665409774715,304,0,0,0.0012271387613319,3.8680837861950823
0.024900053140353158,0.07658712167939186,0.06283786008739863,-0.0014871804755087399,0.0,-0.026385325343517903,-0.005898185233443244,-0.050088068474453955,0.03692891725601652,-0.02724748079714925,0.028365625835618913,-0.05961968221019669,-0.10960370934494737,-0.03031088321853781,0.0024664962899757325,-0.02697281034707155,0.0,-0.12962395875252095,0.026764758413601167,-0.012219730211218062,-0.03265276590635468,0.007084515222073464,0.09352617826113234,-0.09478972829110663,-0.03856238332825801,-1.2989927389076747,-0.06251506168016258,0.037583979525799116,0.08315812091531458,0.08464877712537673,0.04303204545167156,-0.003957332467586873,0.017556329850627286,0.0029758236733706694,0.3054784796163081,-0.05517539715443603,-0.007741677578912976,-0.09240256142595461,0.011090126233399299,0.009076614095882066,0.006966803920941452,-0.0036122562315634224,-0.011226094250145873,0.4319345058488595,-0.03749344386835965,-0.14032787958658863,0.5349199622932415,666,0,0,0.0036223077727033,4.286789429822024
0.017576508099072817,0.08431175068148221,0.15440486932222358,-0.0014871804755087399,0.0,-0.14110413118490006,-0.0031445973560187608,0.3209346609659457,0.03692891725601652,-0.02724748079714925,0.017263264324677716,0.025876082092628854,-0.16130357224350741,0.0006185894534395453,0.0024664962899757325,-0.007843157618652011,0.0,0.07612835672767101,0.04042024740013238,0.04332449802159132,-0.03265276590635468,-0.04351916493559416,0.01870523565222646,0.045121309776947435,0.05704683153519158,-1.2989927389076747,-0.06251506168016258,0.037583979525799116,-0.042839031986677205,-0.038030610012850415,-0.07021017942114835,-0.003957332467586873,0.017556329850627286,0.0029758236733706694,-0.03021215732468981,0.03381717890110595,-0.007741677578912976,0.2926081111821896,0.011090126233399299,0.009076614095882066,0.006966803920941452,-0.0036122562315634224,-0.011226094250145873,-0.017997271077035793,-0.03749344386835965,0.22895601406232877,-0.17830665409774715,577,0,0,0.0029421453062409,3.8031951584671075
-0.011717672066048544,-0.08138154141335593,-0.08595852991919195,0.015037047030143939,0.0,-0.026385325343517903,0.006034028902062853,-0.050088068474453955,0.03692891725601652,-0.02724748079714925,0.03069907189515652,0.005918510188922629,0.20059546804641312,0.010928413677432,0.0024664962899757325,-0.007843157618652011,0.0,-0.23250011649261695,0.03359250290686677,0.09886872625440073,-0.03265276590635468,-0.0772549517073726,0.09352617826113234,-0.059811968774093116,0.08891656982300811,-1.2989927389076747,-0.06251506168016258,0.037583979525799116,-0.042839031986677205,-0.038030610012850415,0.04303204545167156,-0.003957332467586873,-0.03260461257973639,0.0029758236733706694,-0.03021215732468981,-0.05517539715443603,-0.007741677578912976,0.2926081111821896,0.011090126233399299,0.009076614095882066,0.006966803920941452,-0.0036122562315634224,-0.011226094250145873,-0.017997271077035793,-0.03749344386835965,-0.14032787958658863,-0.17830665409774715,332,0,0,0.0010981603021784,3.68071923193176
-0.05565894231373059,-0.03258763488348518,-0.02872914914742632,-0.0014871804755087399,0.0,-0.14110413118490006,-0.0011252995792408057,0.13542329624574587,-0.026741629737115396,-0.1362374039857463,-0.013905388372604202,0.01337639485777083,0.14889560514785305,0.0315480621254169,0.0024664962899757325,-0.02697281034707155,0.0,0.07612835672767101,-0.07565140898538292,0.04332449802159132,-0.03265276590635468,0.1926313424668548,-0.09352617826113237,0.3249433859130556,-0.10230185990389107,-1.2989927389076747,-0.06251506168016258,-0.06681596360142064,0.08315812091531458,0.08464877712537673,0.04303204545167156,-0.003957332467586873,-0.03260461257973639,0.0029758236733706694,-0.03021215732468981,-0.05517539715443603,-0.007741677578912976,-0.09240256142595461,0.011090126233399299,0.009076614095882066,0.006966803920941452,-0.0036122562315634224,0.03367828275043761,-0.017997271077035793,-0.03749344386835965,0.22895601406232877,-0.17830665409774715,302,0,0,0.0017089244604995,4.128828957103529
0.017576508099072817,-0.05537529043965173,-0.005837396838720081,-0.034535635486814105,0.0,-0.14110413118490006,-0.004980322607635083,-0.2355994331946538,0.03692891725601652,-0.1362374039857463,0.03045026064385136,-0.049242583373710784,-0.10960370934494737,-0.04062070744253026,0.0024664962899757325,-0.02697281034707155,0.0,0.07612835672767101,0.0745589698664604,0.04332449802159132,-0.03265276590635468,-0.11099073847915099,0.16834712087003828,-0.09478972829110663,0.12078630811082462,-1.2989927389076747,-0.06251506168016258,0.037583979525799116,-0.042839031986677205,-0.038030610012850415,-0.07021017942114835,-0.003957332467586873,0.017556329850627286,0.0029758236733706694,-0.03021215732468981,0.03381717890110595,-0.007741677578912976,0.2926081111821896,0.011090126233399299,0.009076614095882066,0.006966803920941452,-0.0036122562315634224,-0.011226094250145873,-0.017997271077035793,0.04061789752405629,-0.14032787958658863,-0.17830665409774715,63,0,0,0.0007860976528608,4.007371902338651
